distance_miles,name,business_type,phone,website,email,opening_hours,location,latitude,longitude,quality_score,source
1.83,Qdoba,amenity:fast_food,+12194656330,https://locations.qdoba.com/us/in/valparaiso/2710-laporte-ave.html,N/A,Mo-Su 10:30-21:00,"2710 LaPorte Avenue, Valparaiso, IN, 46383",41.468128,-87.027877,7,node:8858845572
1.84,Great Clips,shop:hairdresser,+12194624048,https://salons.greatclips.com/us/in/valparaiso/2710-laporte-ave,N/A,"Mo-Fr 08:30-19:30; Sa, Su 08:00-17:00","2710 LaPorte Avenue, Valparaiso, IN, 46383",41.468127,-87.027753,7,node:8858853940
1.84,Panda Express,amenity:fast_food,+12194767773,https://www.pandaexpress.com/userlocation/2816/in/valparaiso/2904-john-howell-drive,N/A,"Mo-Th, Su 10:30-21:30; Fr, Sa 10:30-22:00","2904 John Howell Drive, Valparaiso, IN, 46383",41.470014,-87.025723,7,way:458145216
1.84,Xfinity,shop:telecommunication,N/A,https://www.xfinity.com/local/in/valparaiso/2710-laporte-ave.html,N/A,Mo-Sa 10:00-19:00; Su 12:00-17:00,"2710 LaPorte Avenue, Valparaiso, IN, 46383",41.468127,-87.027614,5,node:8858866099
1.85,Panera Bread,amenity:fast_food,+12194760080,https://locations.panerabread.com/in/valparaiso/2710-laporte-avenue.html,N/A,Mo-Su 07:00-20:00,"2710 LaPorte Avenue, Valparaiso, IN, 46383",41.468125,-87.027481,7,node:8774471355
1.85,Viking Chili Bowl,amenity:restaurant,+12194620800,https://vikingchilibowlin.com/,N/A,N/A,"105 East Morthland Drive, Valparaiso, IN, 46383",41.458789,-87.059386,6,way:907904359
1.86,Martin Binder,shop:jewelry,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.460485,-87.068471,0,node:10299276682
1.87,Applebee's,amenity:restaurant,+12194773868,https://restaurants.applebees.com/en-us/in/valparaiso/670-morthland-89094,N/A,N/A,"Valparaiso, IN",41.460500,-87.069103,4,node:10299162184
1.87,PetSmart,shop:pet,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467415,-87.027648,0,node:13778461983
1.88,Super 8 Valparaiso,tourism:motel,+12193863029,https://www.wyndhamhotels.com/super-8/valparaiso-indiana/super-8-valparaiso/overview,N/A,N/A,"3005 John Howell Drive, Valparaiso, IN, 46383",41.470697,-87.024185,6,way:458145215
1.88,Barnes & Noble,shop:books,+12195316551,https://stores.barnesandnoble.com/store/2138,N/A,Mo-Sa 10:00-21:00; Su 11:00-19:00,"150 Silhavy Road, Valparaiso, IN, 46383",41.467177,-87.027650,7,node:8258019184
1.89,Chick-fil-A,amenity:fast_food,+12192664855,https://www.chick-fil-a.com/locations/in/valparaiso-in,N/A,Mo-Sa 06:30-22:00; Su off,"61 Silhavy Road, Valparaiso, IN, 46383",41.468116,-87.026520,7,way:1144828808
1.89,Parlor Doughnuts,amenity:fast_food,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.458877,-87.064085,0,node:10299300945
1.90,Red Robin,amenity:restaurant,+12195317337,https://www.redrobin.com/locations/in/valparaiso/valparaiso-650,N/A,Mo-Su 11:00-22:00,"3004 John Howell Drive, Valparaiso, IN, 46383",41.470005,-87.024408,7,way:458145214
1.90,Best Western,tourism:hotel,+12198501100,https://www.bestwestern.com/en_US/book/hotels-in-valparaiso/best-western-university-inn-at-valparaiso/propertyCode.15108.html,N/A,N/A,"760 Morthland Drive, Valparaiso, IN, 46385-6260",41.460458,-87.070407,6,node:10299300942
1.90,Speedway,amenity:fuel,N/A,https://www.speedway.com/locations/IN/Valparaiso/153-Morthland-Drive,N/A,N/A,"153 Morthland Drive, Valparaiso, IN, 46383",41.458581,-87.063279,4,node:4636106360
1.91,Noodles & Company,amenity:restaurant,N/A,https://locations.noodles.com/in/valparaiso/71-silhavy-rd.html,N/A,Mo-Su 10:30-22:00,"71 Silhavy Road, Valparaiso, IN, 46383",41.467687,-87.026482,5,node:8258019193
1.91,Aldi,shop:supermarket,+18334621037,https://stores.aldi.us/in/valparaiso/2906-laporte-avenue,N/A,Mo-Su 08:30-20:00,"2906 LaPorte Avenue, Valparaiso, IN, 46383",41.468836,-87.025236,7,way:458145210
1.91,White Castle,amenity:fast_food,N/A,N/A,N/A,N/A,"153 Morthland Drive, Valparaiso, IN, 46383",41.458405,-87.062962,2,node:9564160068
1.91,Speedway,shop:convenience,N/A,https://www.speedway.com/locations/IN/Valparaiso/153-Morthland-Drive,N/A,N/A,"153 Morthland Drive, Valparaiso, IN, 46383",41.458364,-87.063087,4,node:9564160083
1.91,Sport Clips,shop:hairdresser,+12192428712,https://haircutmenvalparaisoin.com/,N/A,Mo-Fr 10:00-19:00; Sa 09:00-18:00,"Silhavy Road, Valparaiso, IN, 46383",41.467532,-87.026476,7,node:8258019190
1.92,Firehouse Subs,amenity:fast_food,+12192867382,https://www.firehousesubs.com/locations/in/valparaiso-walk/,N/A,Mo-Su 10:30-21:00,"71 Silhavy Road, Valparaiso, IN, 46383",41.467467,-87.026477,7,node:8813183570
1.92,Burger King,amenity:fast_food,+12194641861,https://locations.bk.com/in/valparaiso/555-morthland-dr.html,N/A,Mo-Sa 06:00-24:00; Su 07:00-24:00,"555 Morthland Drive, Valparaiso, IN, 46385",41.459279,-87.067589,7,node:4326351275
1.92,Chili's,amenity:restaurant,+12194657344,https://www.chilis.com/locations/us/indiana/valparaiso/valparaiso/,N/A,"Mo-Th 11:00-22:30; Fr, Sa 11:00-23:30; Su 11:00-22:00","250 Silhavy Road, Valparaiso, IN, 46383",41.466108,-87.028020,7,way:965127354
1.93,The Home Depot,shop:doityourself,+12195316687,https://www.homedepot.com/l/Valparaiso/IN/Valparaiso/46383/2030,N/A,Mo-Sa 06:00-22:00; Su 07:00-20:00,"2530 Laporte Avenue, Valparaiso, IN, 46383",41.464402,-87.030254,7,way:965127355
1.93,Speedy Wash,amenity:car_wash,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.458096,-87.062986,0,node:12478714900
1.95,Speedway,shop:convenience,N/A,https://www.speedway.com/locations/IN/Valparaiso/2005-Morthland-Dr,N/A,N/A,"2005 US Highway 30, Valparaiso, IN, 46383",41.460850,-87.036264,4,way:910278548
1.95,Brothers Breakfast & Lunch,amenity:restaurant,N/A,https://www.dineatbrothers.com,N/A,N/A,"81 Silhavy Road, Valparaiso, IN, 46383",41.466747,-87.026455,4,way:965123829
1.95,Dollar General,shop:variety_store,N/A,N/A,N/A,N/A,"1054 State Road 2, Valparaiso, IN, 46383",41.458097,-87.064683,2,node:12195835876
1.95,Tru,tourism:hotel,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.460550,-87.072882,0,node:13825460089
1.96,Speedway,amenity:fuel,N/A,https://www.speedway.com/locations/IN/Valparaiso/2005-Morthland-Dr,N/A,N/A,"2005 US Highway 30, Valparaiso, IN, 46383",41.460559,-87.036242,4,way:910278544
1.96,Best Buy,shop:electronics,+12195488537,https://stores.bestbuy.com/in/valparaiso/91-silhavy-rd-951.html,N/A,Mo-Sa 10:00-21:00; Su 10:00-20:00,"91 Silhavy Road, Valparaiso, IN, 46383",41.468228,-87.024494,7,node:4326352720
1.97,Caliber Collision,shop:car_repair,N/A,N/A,N/A,N/A,"1056 State Road 2, Valparaiso, IN, 46383",41.457882,-87.064776,2,node:12195835875
1.98,Speedy Wash,amenity:car_wash,N/A,N/A,N/A,N/A,"2005 US Highway 30, Valparaiso, IN, 46383",41.460463,-87.035848,2,way:910278545
1.99,Ross,shop:department_store,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.467842,-87.024383,0,node:13778461982
1.99,Batting Cages - Zao Island,leisure:sports_centre,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.458151,-87.067608,0,way:781114162
1.99,Fairfield Inn & Suites Valparaiso,tourism:hotel,N/A,https://www.marriott.com/hotels/travel/vrpfi-fairfield-inn-and-suites-valparaiso/,N/A,N/A,"2101 East Morthland Drive, Valparaiso, IN, 46383",41.460437,-87.035381,4,way:910278546
2.00,Marshalls,shop:department_store,+12195480719,https://m.marshalls.com/us/m/stores/Valparaiso-IN-46383/106/aboutstore/,N/A,Mo-Sa 09:30-21:30; Su 10:00-20:00,"91 Silhavy Road, Valparaiso, IN, 46383",41.467529,-87.024385,7,node:9270129406
2.00,Kohl's,shop:department_store,+12195316233,https://www.kohls.com/stores/in/valparaiso-473.shtml,N/A,Mo-Su 10:00-21:00,"350 Silhavy Road, Valparaiso, IN, 46383",41.464250,-87.028227,7,way:458145207
2.01,Michaels,shop:craft,+12194640960,https://locations.michaels.com/in/valparaiso/4746/,N/A,Mo-We 09:00-22:00; Fr 07:00-22:00; Sa 09:00-22:00; Su 10:00-20:00,"91 Silhavy Road, Valparaiso, IN, 46383",41.467124,-87.024427,7,node:9270136806
2.02,Ulta Beauty,shop:cosmetics,+12197078005,https://www.ulta.com/stores/valparaiso-in-1632,N/A,Mo-We 10:00-20:00; Th-Sa 10:00-21:00; Su 11:00-18:00,"91 Silhavy Road, Valparaiso, IN, 46383",41.466914,-87.024604,7,node:10290401572
2.02,Spenga,leisure:fitness_centre,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.466773,-87.024591,0,node:10290401573
2.03,Accurate Auto & Transmission Center,shop:car_repair,+12194651970,https://accurateautotransmission.com/,N/A,N/A,"1250 Horse Prairie Avenue, Valparaiso, IN, 46385",41.457539,-87.067274,6,node:4620034616
2.03,"Green Law Offices, P.C.",office:lawyer,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.460567,-87.075913,0,node:13765767208
2.03,Sally Beauty,shop:hairdresser_supply,+12194643829,https://www.sallybeauty.com/store-details/?showMap=true&horizontalView=true&lat=41.465114&long=-87.027087,N/A,"Mo-Th 10:00-19:00; Fr,Sa 10:00-20:00; Su 11:00-18:00","91 Silhavy Road, Valparaiso, IN, 46383",41.466600,-87.024549,7,node:9008851182
2.04,Lane Bryant,shop:clothes,+12197078882,https://stores.lanebryant.com/in/valparaiso/91-silhavy-rd,N/A,Mo-Sa 10:00-20:00; Su 11:00-18:00,"91 Silhavy Road, Valparaiso, IN, 46383",41.466469,-87.024553,7,node:9008884404
2.04,Casey's General Store,shop:convenience,+12194769486,https://www.caseys.com/general-store/in-valparaiso/2004-morthland-dr/3682,N/A,Mo-Su 04:00-22:00,"2004 Morthland Drive, Valparaiso, IN, 46383",41.459415,-87.036040,7,node:8947591489
2.05,Bob Evans,amenity:restaurant,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.460074,-87.034116,0,node:4326352713
2.06,Casey's General Store,amenity:fuel,N/A,N/A,N/A,N/A,"2004 Morthland Drive, Valparaiso, IN, 46383",41.459115,-87.036064,2,node:9562251260
2.06,Menards,shop:doityourself,+12194628647,https://www.menards.com/main/storeDetails.html?store=3108,N/A,Mo-Sa 06:00-22:00; Su 07:00-20:00,"351 Silhavy Road, Valparaiso, IN, 46383",41.464909,-87.025782,7,way:458145208
2.07,Meijer,shop:supermarket,+12193008000,https://www.meijer.com/shopping/store-locator/297.html,N/A,N/A,"405 Porter's Vale Boulevard, Valparaiso, IN, 46383",41.472397,-87.018687,6,way:685124395
2.08,Wendy's,amenity:fast_food,+12194642732,https://locations.wendys.com/united-states/in/valparaiso/2211-morthland-drive,N/A,09:00-22:00,"2211 Morthland Drive, Valparaiso, IN, 46383",41.459816,-87.033608,7,way:1014952898
2.09,The Lakes Of Valparaiso,office:property_management,N/A,http://lovthelife.com/,N/A,N/A,"1715 Lake Michigan Drive, Valparaiso, IN, 46383",41.484596,-87.014387,4,way:492405655
2.10,Family Express,shop:convenience,N/A,N/A,N/A,N/A,"1251 West Morthland Drive, Valparaiso, IN, 46385",41.459585,-87.076243,2,node:9564160058
2.10,Harley-Davidson,shop:motorcycle,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.459020,-87.075032,0,node:11128038185
2.10,Family Express,amenity:fuel,N/A,https://www.familyexpress.com/locations?search=46383&store_id=5,N/A,Mo-Su 05:00-23:00,"1251 West Morthland Drive, Valparaiso, IN, 46385",41.459617,-87.076386,5,node:8888031201
2.11,Regional Federal Credit Union,amenity:bank,+12195486800,https://www.regionalfcu.org/learn/locations-and-hours,N/A,Mo-Fr 08:00-18:00; Sa 09:00-12:00,"2801 Boilermaker Court, Valparaiso, IN, 46383",41.463380,-87.026406,7,way:1098384276
2.12,Staples,shop:stationery,+12194649005,https://stores.staples.com/in/valparaiso/2106-morthland-drive/print-and-marketing-services,N/A,Mo-Fr 08:00-21:00; Sa 09:00-21:00; Su 10:00-18:00,"2106 Morthland Drive, Valparaiso, IN, 46383",41.458427,-87.035271,7,way:1091404698
2.12,Semento’s Napoli Cafe,amenity:bar,N/A,N/A,N/A,N/A,"1200 West Street, Valparaiso, IN",41.461168,-87.080011,0,way:1153636123
2.12,Riggs,shop:country_store,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.461845,-87.081235,0,node:11128038187
2.13,Belle Tire,shop:tyres,+12192802040,https://www.belletire.com/stores/detail/171/belle-tire-valparaiso-in,N/A,Mo 08:00-20:00; Tu-We 08:00-18:00; Th 08:00-20:00; Fr 08:00-18:00; Sa 08:00-17:00; Su closed,"Valparaiso, IN",41.470489,-87.018667,5,node:9967701187
2.14,Anytime Fitness,leisure:fitness_centre,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.459618,-87.077666,0,node:12586276157
2.14,Taco Bell,amenity:fast_food,+12195311070,https://locations.tacobell.com/in/valparaiso/2110-morthland-dr.html,N/A,Mo-Th 08:00-03:00; Fr-Sa 08:00-04:00; Su 08:00-03:00,"2110 Morthland Drive, Valparaiso, IN, 46383",41.458301,-87.034473,7,way:729104616
2.16,American Coin Laundry,shop:laundry,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.459169,-87.077587,0,node:12586255354
2.16,Cinemark at Valparaiso,amenity:cinema,N/A,https://www.cinemark.com/indiana/cinemark-at-valparaiso,N/A,N/A,"700, Valparaiso, IN, 46383",41.474409,-87.015707,4,way:458145590
2.16,BMV Connect,shop:kiosk,N/A,N/A,N/A,24/7,"1361 Morthland Drive, Valparaiso, IN, 46385",41.459060,-87.077556,3,node:12376920215
2.17,Currie Motors Ford of Valpo,shop:car,+12194643523,https://www.fordofvalpo.com/,N/A,Mo-Fr 09:00-21:00; Sa 09:00-19:00,"2052 West Morthland Drive, Valparaiso, IN, 46385",41.459861,-87.079223,7,node:13356086301
2.17,Bureau of Motor Vehicles,office:government,+18886926841,https://www.in.gov/bmv/branch-locations-and-hours/bmv-branch-map/,N/A,"Mo, Tu, Th, Fr 08:00-17:30","1361 Morthland Drive, Valparaiso, IN, 46385",41.459060,-87.077680,7,node:8888015558
2.17,Drive & Shine Car Wash,amenity:car_wash,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.470457,-87.017842,0,node:13379881720
2.17,Chevrolet,shop:car,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.462196,-87.083180,0,way:262557961
2.17,Valparaiso Health Center - Immediate Care,amenity:hospital,+12192863700,https://www.comhs.org/locations/v/valparaiso-health-center,N/A,Mo-Sa 08:00-20:00; Su 08:00-17:00,"3800 St Mary Drive, Valparaiso, IN",41.503103,-87.020116,5,node:9624789933
2.18,Buick;GMC,shop:car,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.459604,-87.079162,0,way:1118988112
2.18,Meijer Express,shop:convenience,N/A,https://www.meijer.com/shopping/store-locator/297.html,N/A,N/A,"Valparaiso, IN",41.470561,-87.017532,2,way:779865510
2.19,Dollar Tree,shop:variety_store,N/A,https://www.dollartree.com/locations/in/valparaiso/5518/,N/A,Mo-Sa 08:00-22:00; Su 09:00-20:00,"1170 Strongbow Center Drive, Valparaiso, IN, 46383",41.457431,-87.034590,5,node:9562251245
2.19,Meijer Express,amenity:fuel,N/A,https://www.meijer.com/shopping/store-locator/297.html,N/A,N/A,"Valparaiso, IN",41.470552,-87.017284,2,way:1232638468
2.20,Suzie's. Cafe,amenity:restaurant,+12194625500,https://www.suziescafe.org/,N/A,Mo-Su 05:00-14:00,"1050 Southpoint Circle, Valparaiso, IN",41.458483,-87.077560,5,node:8887999465
2.20,Dunkin',amenity:fast_food,+12195316363,https://locations.dunkindonuts.com/en/in/valparaiso/1651-morthland-dr/307466,N/A,05:00-21:00,"1651 Morthland Drive, Valparaiso, IN, 46385",41.460031,-87.080559,7,node:10233777086
2.20,Subway,amenity:fast_food,+12194620084,https://restaurants.subway.com/united-states/in/valparaiso/1655-morthland-ave,N/A,Mo-Th 09:00-21:00; Fr-Sa 09:00-22:00; Su 09:00-20:00,"1655 Morthland Avenue, Valparaiso, IN, 46385",41.460053,-87.080681,7,node:10233777085
2.20,Ribordy Liquors,shop:alcohol,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.460080,-87.080802,0,node:10233777088
2.21,Verona Pizza,amenity:restaurant,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.460098,-87.080933,0,node:10233777087
2.23,McAlister's Deli,amenity:restaurant,+12194764089,https://www.mcalistersdeli.com/locations/in/valparaiso/deli-1434,N/A,Mo-Su 10:30-21:00,"300 Porters Vale Boulevard, Valparaiso, IN, 46383",41.471527,-87.015925,7,node:8720179956
2.23,First Merchants Bank,amenity:bank,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.460399,-87.082148,0,way:1118988105
2.23,Ford,shop:car,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.462475,-87.085267,0,way:1118509796
2.24,Steak 'n Shake,amenity:fast_food,+12194654014,https://www.steaknshake.com/locations/in-valparaiso-strongbow-center-drive/,N/A,Mo-Su 10:00-00:00,"1251 Strongbow Center Drive, Valparaiso, IN, 46383",41.457060,-87.033831,7,way:41546073
2.24,Mattress Firm,shop:bed,+12194622537,https://www.mattressfirm.com/en-us/stores/in/valparaiso/119260/,N/A,N/A,"300 Porter's Vale Boulevard, Valparaiso, IN, 46383",41.471218,-87.015927,6,node:9977159009
2.24,Wingtip Aviation,office:company,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.459339,-87.080683,0,way:1118988109
2.27,Culver's Of Valparaiso - US 30,amenity:fast_food,N/A,N/A,N/A,N/A,"852 Thornapple Way, Valparaiso, IN, 46385",41.460590,-87.083499,2,way:1513142071
2.27,Wise Guys,shop:alcohol,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.462642,-87.086497,0,way:1118509800
2.28,McDonald's,amenity:fast_food,+12195310250,https://www.mcdonalds.com/us/en-us/location/19732.html,N/A,06:00-22:00,"2150 Morthland Drive, Valparaiso, IN, 46383",41.462220,-87.086345,7,way:262557958
2.29,HomeGoods,shop:houseware,+12194628189,N/A,N/A,Mo-Sa 09:30-21:30; Su 10:00-20:00,"120 Porter's Vale Boulevard, Valparaiso, IN, 46383",41.470664,-87.015144,5,node:9977158999
2.29,Five Below,shop:variety_store,+12194625512,https://locations.fivebelow.com/in/valparaiso/110-porters-vale-blvd,N/A,Mo-Sa 10:00-21:00; Su 10:00-20:00,"110 Porter's Vale Boulevard, Valparaiso, IN, 46383",41.470410,-87.015225,7,node:9977158998
2.29,Kirkland's,shop:interior_decoration,N/A,N/A,N/A,N/A,"510 Porter's Vale Boulevard, Valparaiso, IN, 46383",41.472907,-87.013685,2,node:9977159002
2.30,Strack & Van Til,shop:supermarket,+12194625147,https://strackandvantil.com/locations/valparaiso-us-30/,N/A,06:00-23:00,"2168 West US 30, Valparaiso, IN, 46383",41.463149,-87.087779,7,way:262485461
2.30,Dick's Sporting Goods,shop:sports,+12197078237,https://stores.dickssportinggoods.com/in/valparaiso/1205/,N/A,Mo-Sa 09:00-21:00; Su 10:00-19:00,"100 Porter's Vale Boulevard, Valparaiso, IN, 46383",41.470062,-87.015216,7,node:9977158997
2.31,Hampton Inn & Suites,tourism:hotel,+12195316424,https://www.hilton.com/en/hotels/valinhx-hampton-suites-valparaiso/,N/A,N/A,"1451 South Silhavy Road, Valparaiso, IN, 46383",41.457559,-87.030051,6,way:1098384231
2.31,Rosati's,amenity:fast_food,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.462183,-87.087091,0,node:10229765247
2.32,Holiday Inn Express & Suites,tourism:hotel,N/A,N/A,N/A,N/A,"Valparaiso, IN",41.458532,-87.027839,0,way:1098384261
2.32,Hallmark,shop:gift,N/A,N/A,N/A,N/A,"310 Porter's Vale Boulevard, Valparaiso, IN, 46383",41.471811,-87.013738,2,node:9977159001
2.32,Starbucks,amenity:cafe,+12194773749,https://www.starbucks.com/store-locator/store/6755/valparaiso-rte-30-2160-morthland-dr-valparaiso-in-463855437-us,N/A,N/A,"2160 Morthland Drive, Valparaiso, IN, 46385",41.462111,-87.087216,6,node:10229765248
2.32,JCPenney,shop:department_store,N/A,N/A,N/A,N/A,"410 Porter's Vale Boulevard, Valparaiso, IN, 46383",41.472335,-87.013399,2,node:9977159003
2.34,Murphy USA,amenity:fuel,N/A,N/A,N/A,N/A,"2410 Morthland Drive, Valparaiso, IN, 46383",41.456327,-87.031433,2,node:9562251244
2.34,Murphy USA,shop:convenience,N/A,N/A,N/A,N/A,"2410 Morthland Drive, Valparaiso, IN, 46383",41.456239,-87.031548,2,node:9562251235
2.35,Hobby Lobby,shop:craft,N/A,N/A,N/A,N/A,"210 Porter's Vale Boulevard, Valparaiso, IN, 46383",41.471341,-87.013400,2,node:9977159000
2.38,ALDI,shop:supermarket,+18334627040,https://stores.aldi.us/in/valparaiso/2352-morthland-dr,N/A,Mo-Su 08:30-20:00,"2352 Morthland Drive, Valparaiso, IN, 46385",41.462604,-87.089268,7,node:11625088009
2.38,Walmart Supercenter,shop:supermarket,+12194652799,https://www.walmart.com/store/1479-valparaiso-in,N/A,"Mo, We-Su 06:00-23:00; Tu 07:00-23:00","2400 Morthland Drive, Valparaiso, IN, 46383",41.454744,-87.033682,7,way:41546070
2.42,Tractor Supply Company,shop:country_store,+12194648597,https://www.tractorsupply.com/tsc/store_VALPARAISO-IN-46383_203,N/A,Mo-Sa 08:00-21:00; Su 09:00-19:00,"2500 Morthland Drive, Valparaiso, IN, 46383",41.455197,-87.030927,7,way:668308591
3.21,Discount Roof,craft:roofer,+12192487628,https://mydiscountroof.com/,info@mydiscountroof.com,Mo-Fr 08:00-17:00,"2801 Bertholet Blvd, Valparaiso, IN, 46383",41.444333,-87.025841,7,node:13641409777
